security_code,security_name_abbr,apply_date,listing_date,issue_price,online_issue_shares,online_lots_total,online_valid_accounts,online_allocated_accounts,top_apply_amount_wan,threshold_amount_wan,accounts_ge_threshold,account_count_basis,lot_level,manual_ladder_item,manual_threshold_kind,time_priority_required,fit_quality,fit_confidence,point_quality,source,basis,notes
920086,科马材料,2026-01-06,2026-01-16,11.66,18828000,188280,624494,81904,1097.6724,848.38,81904,announcement_constrained_cumulative_lots,2,1+1=848.38,fractional,false,announcement_constrained_ladder,0.75,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_cold_start,announcement_accounts_and_lots_hard_constraints|shape_prior:cold_start|compressed_extra_lots_counts_excluded
920086,科马材料,2026-01-06,2026-01-16,11.66,18828000,188280,624494,81904,1097.6724,909.7,24472,announcement_constrained_cumulative_lots,3,2+1=909.7,fractional,false,announcement_constrained_ladder,0.75,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_cold_start,announcement_accounts_and_lots_hard_constraints|shape_prior:cold_start|compressed_extra_lots_counts_excluded
920050,爱伦医疗,2026-01-12,2026-01-21,15.98,15227851,152278.51,695842,70886,1216.5574,998.9,25472,announcement_constrained_cumulative_lots,2,1+1=998.9,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920050,爱伦医疗,2026-01-12,2026-01-21,15.98,15227851,152278.51,695842,70886,1216.5574,1154,25472,announcement_constrained_cumulative_lots,3,2+1=1154,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920076,国亮新材,2026-01-14,2026-01-22,10.76,16240368,162403.68,728083,88524,873.712,662.93,60446.456141,announcement_constrained_cumulative_lots,2,1+1=662.93,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920159,农大科技,2026-01-19,2026-01-28,25,14400000,144000,545871,66731,1800,1000.25,26472,announcement_constrained_cumulative_lots,2,1+1=1000.25,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920159,农大科技,2026-01-19,2026-01-28,25,14400000,144000,545871,66731,1800,1295.5,26472,announcement_constrained_cumulative_lots,3,2+1=1295.5,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920119,美德乐,2026-01-21,2026-01-30,41.88,14400000,144000,592450,60994,3015.36,1087.62,25644.939759,announcement_constrained_cumulative_lots,2,1+1=1087.62,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920119,美德乐,2026-01-21,2026-01-30,41.88,14400000,144000,592450,60994,3015.36,1471.66,23025.915663,announcement_constrained_cumulative_lots,3,2+1=1471.66,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920119,美德乐,2026-01-21,2026-01-30,41.88,14400000,144000,592450,60994,3015.36,2211.9,19441.987952,announcement_constrained_cumulative_lots,4,3+1=2211.9,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920119,美德乐,2026-01-21,2026-01-30,41.88,14400000,144000,592450,60994,3015.36,2949.2,14893.156627,announcement_constrained_cumulative_lots,5,4+1=2949.2,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920180,爱得科技,2026-02-02,2026-02-10,7.67,26577686,265776.86,496718,97392,1019.1896,752.89,61661.962335,announcement_constrained_cumulative_lots,3,2+1=752.89,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920180,爱得科技,2026-02-02,2026-02-10,7.67,26577686,265776.86,496718,97392,1019.1896,946.5,45060.935329,announcement_constrained_cumulative_lots,4,3+1=946.5,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920166,海圣医疗,2026-02-04,2026-02-12,12.64,10164707,101647.07,599409,101648,642.3648,340,101648,announcement_constrained_cumulative_lots,1,0+1=340,fractional,false,announcement_constrained_ladder,0.75,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_announcement_exact,announcement_accounts_and_lots_hard_constraints|shape_prior:announcement_exact|compressed_extra_lots_counts_excluded
920168,通宝光电,2026-02-09,2026-02-26,16.17,16914060,169140.6,606727,76346,1367.4969,525.5,74602.628798,announcement_constrained_cumulative_lots,2,1+1=525.5,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920168,通宝光电,2026-02-09,2026-02-26,16.17,16914060,169140.6,606727,76346,1367.4969,1051,18191.971202,announcement_constrained_cumulative_lots,3,2+1=1051,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920187,通领科技,2026-02-11,2026-03-05,29.62,14040000,140400,523850,58344,2079.324,1039.6,20509.190167,announcement_constrained_cumulative_lots,2,1+1=1039.6,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920187,通领科技,2026-02-11,2026-03-05,29.62,14040000,140400,523850,58344,2079.324,1198,20509.190167,announcement_constrained_cumulative_lots,3,2+1=1198,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920187,通领科技,2026-02-11,2026-03-05,29.62,14040000,140400,523850,58344,2079.324,1797,20509.190167,announcement_constrained_cumulative_lots,4,3+1=1797,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920183,海菲曼,2026-02-24,2026-03-04,19.71,9474318,94743.18,558082,61060,933.6627,761,61060,announcement_constrained_cumulative_lots,1,1+0=761,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920183,海菲曼,2026-02-24,2026-03-04,19.71,9474318,94743.18,558082,61060,933.6627,933.6627,33683.18,announcement_constrained_cumulative_lots,2,1+1=顶格抢时间,top_apply_time_priority,true,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920036,觅睿科技,2026-02-26,2026-03-09,21.52,12244950,122449.5,596821,64503,1317.4544,676,64503,announcement_constrained_cumulative_lots,1,1+0=676,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920036,觅睿科技,2026-02-26,2026-03-09,21.52,12244950,122449.5,596821,64503,1317.4544,786,21667.79965,announcement_constrained_cumulative_lots,2,1+1=786,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920078,族兴新材,2026-03-09,2026-03-18,6.98,20700000,207000,504409,99679,722.43,334,99679,announcement_constrained_cumulative_lots,1,1+0=334,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920078,族兴新材,2026-03-09,2026-03-18,6.98,20700000,207000,504409,99679,722.43,667,64099.282782,announcement_constrained_cumulative_lots,2,2+0=667,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920078,族兴新材,2026-03-09,2026-03-18,6.98,20700000,207000,504409,99679,722.43,722.43,43221.717218,announcement_constrained_cumulative_lots,3,2+1=顶格抢时间,top_apply_time_priority,true,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,251.2,97483,announcement_constrained_cumulative_lots,1,1+0=251.2,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,502.4,83441.193068,announcement_constrained_cumulative_lots,2,2+0=502.4,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,564,76960.116133,announcement_constrained_cumulative_lots,3,2+1=564,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,753.41,46788.608404,announcement_constrained_cumulative_lots,4,3+1=753.41,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,1738.06,21712.360798,announcement_constrained_cumulative_lots,7,6+1=顶格,top_apply,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920188,悦龙科技,2026-03-16,2026-03-30,14.04,19793879,197938.79,459908,82091,1389.3984,449.28,82091,announcement_constrained_cumulative_lots,1,1+0=449.28,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920188,悦龙科技,2026-03-16,2026-03-30,14.04,19793879,197938.79,459908,82091,1389.3984,999.79,37222.42187,announcement_constrained_cumulative_lots,3,2+1=999.79,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920188,悦龙科技,2026-03-16,2026-03-30,14.04,19793879,197938.79,459908,82091,1389.3984,1347.8,28350.542233,announcement_constrained_cumulative_lots,4,3+1=1347.8,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920069,普昂医疗,2026-03-18,2026-03-27,18.38,9524520,95245.2,449859,65409,875.2556,875.2556,45327.99919,announcement_constrained_cumulative_lots,2,1+1=顶格抢时间,top_apply_time_priority,true,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920055,隆源股份,2026-03-23,2026-03-31,24.7,15300000,153000,386466,66399,1889.55,569.2,66399,announcement_constrained_cumulative_lots,1,1+0=569.2,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920055,隆源股份,2026-03-23,2026-03-31,24.7,15300000,153000,386466,66399,1889.55,1083.34,34460.57565,announcement_constrained_cumulative_lots,2,1+1=1083.34,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920055,隆源股份,2026-03-23,2026-03-31,24.7,15300000,153000,386466,66399,1889.55,1138.4,32819.584443,announcement_constrained_cumulative_lots,3,2+1=1138.4,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920055,隆源股份,2026-03-23,2026-03-31,24.7,15300000,153000,386466,66399,1889.55,1707.6,19320.839907,announcement_constrained_cumulative_lots,4,3+1=1707.6,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920011,晨光电机,2026-03-25,2026-04-08,15.5,18600001,186000.01,501926,78286,1441.5,482,78286,announcement_constrained_cumulative_lots,1,1+0=482,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920011,晨光电机,2026-03-25,2026-04-08,15.5,18600001,186000.01,501926,78286,1441.5,806.93,53180.126126,announcement_constrained_cumulative_lots,2,1+1=806.93,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920011,晨光电机,2026-03-25,2026-04-08,15.5,18600001,186000.01,501926,78286,1441.5,966.74,53180.126126,announcement_constrained_cumulative_lots,3,2+1=966.74,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920181,赛英电子,2026-03-30,2026-04-10,28,9720000,97200,382324,47959,1360.8,1037.4,36232.467534,announcement_constrained_cumulative_lots,2,1+1=1037.4,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920181,赛英电子,2026-03-30,2026-04-10,28,9720000,97200,382324,47959,1360.8,1360.8,13008.532466,announcement_constrained_cumulative_lots,3,2+1=顶格,top_apply,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920012,创达新材,2026-04-01,2026-04-13,19.58,11096411,110964.11,489894,65615,1086.2984,728.5,65615,announcement_constrained_cumulative_lots,1,1+0=728.5,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920012,创达新材,2026-04-01,2026-04-13,19.58,11096411,110964.11,489894,65615,1086.2984,1086.2984,33794.809039,announcement_constrained_cumulative_lots,2,1+1=顶格抢时间,top_apply_time_priority,true,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920177,恒道科技,2026-04-07,2026-04-16,21.8,11772000,117720,404935,63817,1283.148,696,63817,announcement_constrained_cumulative_lots,1,0+1=696,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920177,恒道科技,2026-04-07,2026-04-16,21.8,11772000,117720,404935,63817,1283.148,804.42,23985.85269,announcement_constrained_cumulative_lots,2,1+1=804.42,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,223.13,93651,announcement_constrained_cumulative_lots,1,1+0=223.13,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,447,84426.637998,announcement_constrained_cumulative_lots,2,2+0=447,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,546.6,76750.961122,announcement_constrained_cumulative_lots,3,2+1=546.6,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,670,70424.411483,announcement_constrained_cumulative_lots,4,3+1=670,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,893,27454.23968,announcement_constrained_cumulative_lots,5,4+1=893,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,1116,27454.23968,announcement_constrained_cumulative_lots,6,5+1=1116,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920191,瑞尔竞达,2026-04-09,2026-04-20,7.71,39915000,399150,460563,93651,1538.6847,1339,18988.510036,announcement_constrained_cumulative_lots,7,6+1=1339,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920125,鸿仕达,2026-04-13,2026-04-24,16.57,12150000,121500,523224,72162,1006.6275,675.39,72162,announcement_constrained_cumulative_lots,1,1+0=675.39,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920125,鸿仕达,2026-04-13,2026-04-24,16.57,12150000,121500,523224,72162,1006.6275,1006.6275,29188.433176,announcement_constrained_cumulative_lots,2,1+1=顶格抢时间,top_apply_time_priority,true,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920156,海昌智能,2026-04-15,2026-04-27,20.93,21708000,217080,522014,74732,2271.7422,476.27,74732,announcement_constrained_cumulative_lots,1,1+0=476.27,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920156,海昌智能,2026-04-15,2026-04-27,20.93,21708000,217080,522014,74732,2271.7422,614.09,74732,announcement_constrained_cumulative_lots,2,1+1=614.09,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920156,海昌智能,2026-04-15,2026-04-27,20.93,21708000,217080,522014,74732,2271.7422,952.5,39691.117564,announcement_constrained_cumulative_lots,3,2+1=952.5,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920156,海昌智能,2026-04-15,2026-04-27,20.93,21708000,217080,522014,74732,2271.7422,1428.8,13962.441218,announcement_constrained_cumulative_lots,4,3+1=1428.8,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920156,海昌智能,2026-04-15,2026-04-27,20.93,21708000,217080,522014,74732,2271.7422,1905,13962.441218,announcement_constrained_cumulative_lots,5,4+1=1905,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920186,中科仪,2026-04-20,2026-04-29,16.21,23400000,234000,,83713,1517.256,872,52728.682693,announcement_constrained_cumulative_lots,3,2+1=872,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920186,中科仪,2026-04-20,2026-04-29,16.21,23400000,234000,,83713,1517.256,1267.3,20608.258006,announcement_constrained_cumulative_lots,4,3+1=1267.3,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920200,振宏股份,2026-04-22,2026-05-07,20.58,20619000,206190,540664,79130,2121.5922,500,79130,announcement_constrained_cumulative_lots,1,1+0=500,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920200,振宏股份,2026-04-22,2026-05-07,20.58,20619000,206190,540664,79130,2121.5922,1000,44717.246356,announcement_constrained_cumulative_lots,2,2+0=1000,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920200,振宏股份,2026-04-22,2026-05-07,20.58,20619000,206190,540664,79130,2121.5922,1104.5,38803.475487,announcement_constrained_cumulative_lots,3,2+1=1104.5,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920200,振宏股份,2026-04-22,2026-05-07,20.58,20619000,206190,540664,79130,2121.5922,1500,21769.639079,announcement_constrained_cumulative_lots,4,3+1=1500,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920200,振宏股份,2026-04-22,2026-05-07,20.58,20619000,206190,540664,79130,2121.5922,2000,21769.639079,announcement_constrained_cumulative_lots,5,4+1=2000,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920178,锐翔智能,2026-04-27,2026-05-15,29.47,12371562,123715.62,457769,60620,1822.7195,780,60620,announcement_constrained_cumulative_lots,1,1+0=780,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920178,锐翔智能,2026-04-27,2026-05-15,29.47,12371562,123715.62,457769,60620,1822.7195,1560,25224.654352,announcement_constrained_cumulative_lots,3,2+1=1560,fractional,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
920096,嘉晨智能,2026-05-06,2026-05-18,14.43,16200000,162000,502296,77388,1168.83,540.5,77388,announcement_constrained_cumulative_lots,1,1+0=540.5,guaranteed,false,announcement_constrained_ladder,0.85,announcement_constrained_manual,manual_ladder+announcement_aggregate,announcement_constrained_history_prior,announcement_accounts_and_lots_hard_constraints|shape_prior:history_prior|compressed_extra_lots_counts_excluded
