security_code,security_name_abbr,apply_date,listing_date,issue_price,online_issue_shares,online_lots_total,online_valid_accounts,online_allocated_accounts,top_apply_amount_wan,fit_quality,fit_confidence,point_count,manual_point_count,usable_point_count,max_observed_threshold_wan,max_observed_accounts,source,notes,accounts_ge_100w_estimate,accounts_ge_100w_lb,accounts_ge_100w_ub,accounts_ge_100w_basis,accounts_ge_200w_estimate,accounts_ge_200w_lb,accounts_ge_200w_ub,accounts_ge_200w_basis,accounts_ge_300w_estimate,accounts_ge_300w_lb,accounts_ge_300w_ub,accounts_ge_300w_basis,accounts_ge_400w_estimate,accounts_ge_400w_lb,accounts_ge_400w_ub,accounts_ge_400w_basis,accounts_ge_500w_estimate,accounts_ge_500w_lb,accounts_ge_500w_ub,accounts_ge_500w_basis,accounts_ge_600w_estimate,accounts_ge_600w_lb,accounts_ge_600w_ub,accounts_ge_600w_basis,accounts_ge_700w_estimate,accounts_ge_700w_lb,accounts_ge_700w_ub,accounts_ge_700w_basis,accounts_ge_800w_estimate,accounts_ge_800w_lb,accounts_ge_800w_ub,accounts_ge_800w_basis,accounts_ge_900w_estimate,accounts_ge_900w_lb,accounts_ge_900w_ub,accounts_ge_900w_basis,accounts_ge_1000w_estimate,accounts_ge_1000w_lb,accounts_ge_1000w_ub,accounts_ge_1000w_basis,accounts_ge_1100w_estimate,accounts_ge_1100w_lb,accounts_ge_1100w_ub,accounts_ge_1100w_basis,accounts_ge_1200w_estimate,accounts_ge_1200w_lb,accounts_ge_1200w_ub,accounts_ge_1200w_basis,accounts_ge_1300w_estimate,accounts_ge_1300w_lb,accounts_ge_1300w_ub,accounts_ge_1300w_basis,accounts_ge_1400w_estimate,accounts_ge_1400w_lb,accounts_ge_1400w_ub,accounts_ge_1400w_basis,accounts_ge_1500w_estimate,accounts_ge_1500w_lb,accounts_ge_1500w_ub,accounts_ge_1500w_basis,accounts_ge_1600w_estimate,accounts_ge_1600w_lb,accounts_ge_1600w_ub,accounts_ge_1600w_basis,accounts_ge_1700w_estimate,accounts_ge_1700w_lb,accounts_ge_1700w_ub,accounts_ge_1700w_basis,accounts_ge_1800w_estimate,accounts_ge_1800w_lb,accounts_ge_1800w_ub,accounts_ge_1800w_basis,accounts_ge_1900w_estimate,accounts_ge_1900w_lb,accounts_ge_1900w_ub,accounts_ge_1900w_basis,accounts_ge_2000w_estimate,accounts_ge_2000w_lb,accounts_ge_2000w_ub,accounts_ge_2000w_basis,accounts_ge_2100w_estimate,accounts_ge_2100w_lb,accounts_ge_2100w_ub,accounts_ge_2100w_basis,accounts_ge_2200w_estimate,accounts_ge_2200w_lb,accounts_ge_2200w_ub,accounts_ge_2200w_basis,accounts_ge_2300w_estimate,accounts_ge_2300w_lb,accounts_ge_2300w_ub,accounts_ge_2300w_basis,accounts_ge_2400w_estimate,accounts_ge_2400w_lb,accounts_ge_2400w_ub,accounts_ge_2400w_basis,accounts_ge_2500w_estimate,accounts_ge_2500w_lb,accounts_ge_2500w_ub,accounts_ge_2500w_basis,accounts_ge_2600w_estimate,accounts_ge_2600w_lb,accounts_ge_2600w_ub,accounts_ge_2600w_basis,accounts_ge_2700w_estimate,accounts_ge_2700w_lb,accounts_ge_2700w_ub,accounts_ge_2700w_basis,accounts_ge_2800w_estimate,accounts_ge_2800w_lb,accounts_ge_2800w_ub,accounts_ge_2800w_basis,accounts_ge_2900w_estimate,accounts_ge_2900w_lb,accounts_ge_2900w_ub,accounts_ge_2900w_basis,accounts_ge_3000w_estimate,accounts_ge_3000w_lb,accounts_ge_3000w_ub,accounts_ge_3000w_basis,accounts_ge_3100w_estimate,accounts_ge_3100w_lb,accounts_ge_3100w_ub,accounts_ge_3100w_basis,accounts_ge_3200w_estimate,accounts_ge_3200w_lb,accounts_ge_3200w_ub,accounts_ge_3200w_basis,accounts_ge_3300w_estimate,accounts_ge_3300w_lb,accounts_ge_3300w_ub,accounts_ge_3300w_basis,accounts_ge_3400w_estimate,accounts_ge_3400w_lb,accounts_ge_3400w_ub,accounts_ge_3400w_basis,accounts_ge_3500w_estimate,accounts_ge_3500w_lb,accounts_ge_3500w_ub,accounts_ge_3500w_basis,accounts_ge_3600w_estimate,accounts_ge_3600w_lb,accounts_ge_3600w_ub,accounts_ge_3600w_basis,accounts_ge_3700w_estimate,accounts_ge_3700w_lb,accounts_ge_3700w_ub,accounts_ge_3700w_basis,accounts_ge_3800w_estimate,accounts_ge_3800w_lb,accounts_ge_3800w_ub,accounts_ge_3800w_basis,accounts_ge_3900w_estimate,accounts_ge_3900w_lb,accounts_ge_3900w_ub,accounts_ge_3900w_basis,accounts_ge_4000w_estimate,accounts_ge_4000w_lb,accounts_ge_4000w_ub,accounts_ge_4000w_basis,accounts_ge_4100w_estimate,accounts_ge_4100w_lb,accounts_ge_4100w_ub,accounts_ge_4100w_basis,accounts_ge_4200w_estimate,accounts_ge_4200w_lb,accounts_ge_4200w_ub,accounts_ge_4200w_basis,accounts_ge_4300w_estimate,accounts_ge_4300w_lb,accounts_ge_4300w_ub,accounts_ge_4300w_basis,accounts_ge_4400w_estimate,accounts_ge_4400w_lb,accounts_ge_4400w_ub,accounts_ge_4400w_basis,accounts_ge_4500w_estimate,accounts_ge_4500w_lb,accounts_ge_4500w_ub,accounts_ge_4500w_basis,accounts_ge_4600w_estimate,accounts_ge_4600w_lb,accounts_ge_4600w_ub,accounts_ge_4600w_basis,accounts_ge_4700w_estimate,accounts_ge_4700w_lb,accounts_ge_4700w_ub,accounts_ge_4700w_basis,accounts_ge_4800w_estimate,accounts_ge_4800w_lb,accounts_ge_4800w_ub,accounts_ge_4800w_basis,accounts_ge_4900w_estimate,accounts_ge_4900w_lb,accounts_ge_4900w_ub,accounts_ge_4900w_basis,accounts_ge_5000w_estimate,accounts_ge_5000w_lb,accounts_ge_5000w_ub,accounts_ge_5000w_basis
920168,通宝光电,2026-02-09,2026-02-26,16.17,16914060,169140.6,606727,76346,1367.4969,rough_lot_account_fit,0.7,3,2,3,1051,46397,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,76346,76346,,lower_bound_below_first_observed_threshold,76346,76346,,lower_bound_below_first_observed_threshold,76346,76346,,lower_bound_below_first_observed_threshold,76346,76346,,lower_bound_below_first_observed_threshold,76346,76346,,lower_bound_below_first_observed_threshold,46397.85823,46397,46398,linear_between_observed_thresholds,46397.667935,46397,46398,linear_between_observed_thresholds,46397.47764,46397,46398,linear_between_observed_thresholds,46397.287345,46397,46398,linear_between_observed_thresholds,46397.09705,46397,46398,linear_between_observed_thresholds,,0,46397,above_top_observed_threshold,,0,46397,above_top_observed_threshold,,0,46397,above_top_observed_threshold,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920187,通领科技,2026-02-11,2026-03-05,29.62,14040000,140400,523850,58344,2079.324,rough_lot_account_fit,0.7,4,3,4,1797,27352,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,58344,58344,,lower_bound_below_first_observed_threshold,58344,58344,,lower_bound_below_first_observed_threshold,58344,58344,,lower_bound_below_first_observed_threshold,58344,58344,,lower_bound_below_first_observed_threshold,58344,58344,,lower_bound_below_first_observed_threshold,58164.243223,27352,58344,linear_between_observed_thresholds,51155.088714,27352,58344,linear_between_observed_thresholds,44145.934205,27352,58344,linear_between_observed_thresholds,37136.779695,27352,58344,linear_between_observed_thresholds,30127.625186,27352,58344,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,27352,27352,27352,linear_between_observed_thresholds,,0,27352,above_top_observed_threshold,,0,27352,above_top_observed_threshold,,0,27352,above_top_observed_threshold,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920183,海菲曼,2026-02-24,2026-03-04,19.71,9474318,94743.18,558082,61060,933.6627,rough_lot_account_fit,0.7,2,2,2,933.6627,33683,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,61060,61060,,lower_bound_below_first_observed_threshold,54876.249833,33683,61060,linear_between_observed_thresholds,39020.480173,33683,61060,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920036,觅睿科技,2026-02-26,2026-03-09,21.52,12244950,122449.5,596821,64503,1317.4544,rough_lot_account_fit,0.7,2,2,2,786,57946,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,64503,64503,,lower_bound_below_first_observed_threshold,64503,64503,,lower_bound_below_first_observed_threshold,64503,64503,,lower_bound_below_first_observed_threshold,64503,64503,,lower_bound_below_first_observed_threshold,64503,64503,,lower_bound_below_first_observed_threshold,64503,64503,,lower_bound_below_first_observed_threshold,63072.381818,57946,64503,linear_between_observed_thresholds,,0,57946,above_top_observed_threshold,,0,57946,above_top_observed_threshold,,0,57946,above_top_observed_threshold,,0,57946,above_top_observed_threshold,,0,57946,above_top_observed_threshold,,0,57946,above_top_observed_threshold,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920078,族兴新材,2026-03-09,2026-03-18,6.98,20700000,207000,504409,99679,722.43,rough_lot_account_fit,0.7,3,3,3,722.43,53660,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,99679,99679,,lower_bound_below_first_observed_threshold,99679,99679,,lower_bound_below_first_observed_threshold,99679,99679,,lower_bound_below_first_observed_threshold,90558.315315,53661,99679,linear_between_observed_thresholds,76739.096096,53661,99679,linear_between_observed_thresholds,62919.876877,53661,99679,linear_between_observed_thresholds,53660.404655,53660,53661,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920028,新恒泰,2026-03-11,2026-03-20,9.4,36981000,369810,583489,97483,1738.06,rough_lot_account_fit,0.7,6,5,6,1738.06,45387,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,97483,97483,,lower_bound_below_first_observed_threshold,97483,97483,,lower_bound_below_first_observed_threshold,87362.633758,45388,97483,linear_between_observed_thresholds,66624.178344,45388,97483,linear_between_observed_thresholds,45885.72293,45388,97483,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45388,45388,45388,linear_between_observed_thresholds,45387.596315,45387,45388,linear_between_observed_thresholds,45387.16439,45387,45388,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920188,悦龙科技,2026-03-16,2026-03-30,14.04,19793879,197938.79,459908,82091,1389.3984,rough_lot_account_fit,0.7,3,3,3,1347.8,38616,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,82091,82091,,lower_bound_below_first_observed_threshold,82091,82091,,lower_bound_below_first_observed_threshold,82091,82091,,lower_bound_below_first_observed_threshold,82091,82091,,lower_bound_below_first_observed_threshold,78085.52871,38616,82091,linear_between_observed_thresholds,70188.306134,38616,82091,linear_between_observed_thresholds,62291.083559,38616,82091,linear_between_observed_thresholds,54393.860983,38616,82091,linear_between_observed_thresholds,46496.638408,38616,82091,linear_between_observed_thresholds,38616,38616,38616,linear_between_observed_thresholds,38616,38616,38616,linear_between_observed_thresholds,38616,38616,38616,linear_between_observed_thresholds,38616,38616,38616,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920069,普昂医疗,2026-03-18,2026-03-27,18.38,9524520,95245.2,449859,65409,875.2556,rough_lot_account_fit,0.7,2,1,2,875.2556,29836,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,65409,65409,,lower_bound_below_first_observed_threshold,47839.845872,29836,65409,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920055,隆源股份,2026-03-23,2026-03-31,24.7,15300000,153000,386466,66399,1889.55,rough_lot_account_fit,0.7,4,4,4,1707.6,28867,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,66399,66399,,lower_bound_below_first_observed_threshold,66399,66399,,lower_bound_below_first_observed_threshold,66399,66399,,lower_bound_below_first_observed_threshold,66399,66399,,lower_bound_below_first_observed_threshold,66399,66399,,lower_bound_below_first_observed_threshold,64150.613179,28867,66399,linear_between_observed_thresholds,56850.655969,28867,66399,linear_between_observed_thresholds,49550.698759,28867,66399,linear_between_observed_thresholds,42250.741549,28867,66399,linear_between_observed_thresholds,34950.784339,28867,66399,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,28867,28867,28867,linear_between_observed_thresholds,,0,28867,above_top_observed_threshold,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920011,晨光电机,2026-03-25,2026-04-08,15.5,18600001,186000.01,501926,78286,1441.5,rough_lot_account_fit,0.7,3,3,3,966.74,53857,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,78286,78286,,lower_bound_below_first_observed_threshold,78286,78286,,lower_bound_below_first_observed_threshold,78286,78286,,lower_bound_below_first_observed_threshold,78286,78286,,lower_bound_below_first_observed_threshold,76932.717755,53857,78286,linear_between_observed_thresholds,69414.483058,53857,78286,linear_between_observed_thresholds,61896.248361,53857,78286,linear_between_observed_thresholds,54378.013664,53857,78286,linear_between_observed_thresholds,53857,53857,53857,linear_between_observed_thresholds,,0,53857,above_top_observed_threshold,,0,53857,above_top_observed_threshold,,0,53857,above_top_observed_threshold,,0,53857,above_top_observed_threshold,,0,53857,above_top_observed_threshold,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
920181,赛英电子,2026-03-30,2026-04-10,28,9720000,97200,382324,47959,1360.8,rough_lot_account_fit,0.7,3,2,3,1360.8,24620,manual_ladder+allocation_fit,threshold estimates are interpolated from observed allocation ladder points,47959,47959,,lower_bound_below_first_observed_threshold,47959,47959,,lower_bound_below_first_observed_threshold,47959,47959,,lower_bound_below_first_observed_threshold,47959,47959,,lower_bound_below_first_observed_threshold,47959,47959,,lower_bound_below_first_observed_threshold,47959,47959,,lower_bound_below_first_observed_threshold,45990.521277,24621,47959,linear_between_observed_thresholds,39656.93465,24621,47959,linear_between_observed_thresholds,33323.348024,24621,47959,linear_between_observed_thresholds,26989.761398,24621,47959,linear_between_observed_thresholds,24620.806432,24620,24621,linear_between_observed_thresholds,24620.497217,24620,24621,linear_between_observed_thresholds,24620.188002,24620,24621,linear_between_observed_thresholds,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero,0,0,0,above_top_apply_zero
